job_id,published_on,updated_on,company,slug,role,link,description,tags
158164,"Fri, 20 Oct 2017 19:31:04 Z",2017-10-20T19:31:04Z,SAP HANA Platform & Database and HANA Vora,senior-data-scientist-data-science-expert-sap-hana-platform-database?a=R2GrEdsO4k8,"Senior Data Scientist / Data Science Expert - Deep Learning Center of Excellence at SAP HANA Platform & Database and HANA Vora (Berlin, Germany)",https://stackoverflow.com/jobs/158164/senior-data-scientist-data-science-expert-sap-hana-platform-database?a=R2GrEdsO4k8,"As you know, SAP’s vision is to help the world run better and improve people’s lives.As THE cloud company powered by SAP HANA®, SAP is a market leader in enterprise application software, helping companies of all sizes and industries Run Simple.We empower people and organizations to work together more efficiently and use business insight more effectively. SAP applications and services enable our customers to operate profitably, adapt continuously, and grow sustainably.At SAP, we believe in the power of collaboration and empower our employees to perform at their best in an environment that encourages free and open expression of ideas. Here, you work alongside creative thinkers who share your interests, while turning big ideas into reality for our customers. With innovative job training, mentors to help you grow, and the flexibility to balance your work and personal life, you’re able to build your career. It’s no wonder that some of the sharpest minds from around the world are working for a company that is consistently recognized as a global top employer.As a Senior Data Scientist / Data Science Expert for the SAP Deep Learning Center of Excellence, you will work within a team of data engineers and developers solving real-world problems by building new, cloud based machine learning solutions and services. Our use cases span commerce, finance, procurement, logistics, and travel. You will work against fixed timelines and your success will be measured by the ability to deliver production-grade machine learning models reaching accuracies on par with top notch research prototypes.EXPECTATIONS AND TASKSYour tasks include:Push the frontiers of what is possible in the area of Machine Learning working with real dataExplore, understand, and implement most recent machine learning algorithms and approachesComfortably handle very large data sets in scale-up and scale-out cloud environmentsFulfill both functional and non-functional (availability, throughput, latency) requirementsUnderstand business processes which create and consume data so as to be able to select best approaches, evaluate their performance, and asses business relevanceCreate excellence both in terms of results quality and system scalability through continuous evaluation, analysis, and refinementCommunicate the relevance of implemented systems and achieved results in a visual and consistent wayEDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIESYou are a self-starter, goal-oriented, striving for perfection engineer. As an ideal candidate, you will demonstrate a proven track record in development of large-scale machine learning pipelines and combine it with curiosity for exploring of new use cases and applications of machine learning to domains spanning processing of structured and unstructured data.Required skills & qualifications:Master degree in Machine Learning, Computer Science, Physics or related fieldTrack record of developing productive machine learning-based solutions and/or systemsProficiency in working with very large datasets in distributed Linux/Unix environmentsExperience with Python and Machine Learning software packages such as scikit-learn or TensorFlow Experience with data and error analysis and ability to present core insights in a clear and compelling wayTeam spirit and desire to overcome obstacles and make your work benefit SAP's customersExcellent English language skillsWORK EXPERIENCEAt least 5 years of relevant experience in deep learning / machine learning / data science development projects with a focus on innovation.LOCATIONBerlin area, GermanyEXPECTED TRAVEL0 - 30%The position can be filled as part time position.SAP'S DIVERSITY COMMITMENT To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.","['cloud', 'machine-learning', 'python', 'linux', 'unix']"
136980,"Fri, 06 Oct 2017 08:39:56 Z",2017-10-06T08:39:56Z,HelloFresh,php-go-backend-developer-m-f-change-the-way-hellofresh?a=JWcUICpUbQI,"(PHP/Go) Backend Developer (m/f) - Change the way people eat forever! at HelloFresh (Berlin, Germany)",https://stackoverflow.com/jobs/136980/php-go-backend-developer-m-f-change-the-way-hellofresh?a=JWcUICpUbQI,"About the jobBe a valued member of an autonomous, cross-functional agile teamBuild and take operational responsibility for the HelloFresh platformArchitect, design, develop, deploy and operate microservices that serve millions of users, using DevOps practices and toolsMonitor and improve the usage of the services you buildClose cooperation with Frontend, Devops and Business Intelligence teamsCreate a smooth and pleasant end user experience, for both our customers and our internal usersYou can get a taste of what we've been working on by checking out our engineering blog.Skills & RequirementsWho we’re looking forYou’ll have solid back-end experience with at least one of the following languages: PHP/Go/Python/JavaScriptYou have extensive knowledge of OOP, Design Patterns and SOLID PrinciplesPrior experience with unit, integration & functional testing, distributed architectures, applications tuning/profiling, and continuous integration are all highly valuedYou are used to working with relational and non relational databasesAdditionally, any experience working with microservices is a plus","['php', 'go', 'oop', 'design-patterns', 'javascript']"
158033,"Fri, 20 Oct 2017 16:03:49 Z",2017-10-20T16:03:49Z,simplesurance GmbH,full-stack-software-engineer-f-m-with-php-and-simplesurance-gmbh?a=QZXz6sWQHZe,"Full-stack Software Engineer (f/m) with PHP and Javascript at simplesurance GmbH (Berlin, Germany)",https://stackoverflow.com/jobs/158033/full-stack-software-engineer-f-m-with-php-and-simplesurance-gmbh?a=QZXz6sWQHZe,"You are passionate and full of energy for developing innovative solutions? Then we have just the right position for you:We are looking for motivated and experienced Full-stack Software Engineers to join our growing team of professionals in a challenging and multicultural work environment.Apply now to take your place in our IT team – your fellow coders are already waiting for you!See our application stack on http://stackshare.io/simplesurance/simplesuranceAbout the jobsimplesurance engineering is an innovative team of engineers that build a realtime cross-selling platform, which also includes all the items of the insurance ecosystem. We are looking for engineers, who don't like to be stuck in one role but want to be a part of all levels of the development and design of the platform focusing on scalability, speed, and availability.What we're looking forYou enjoy working in a fast-paced environment and are open to learning new technologiesYou have excellent knowledge of modern, “vanilla” JavascriptYou have excellent knowledge of modern PHP7You understand different browser behaviorsYou have experience with low-latency server applicationsYou have experience with at least one of these PHP frameworks (Symfony, Silex, Laravel)You speak business fluent EnglishYou have strong problem-solving skillsExperience with automated A/B testing is a plusExperience with API design and documentation is a plusExperience with server configuration tools is a plus","['php', 'zend', 'javascript', 'low-latency', 'api-design']"
158138,"Fri, 20 Oct 2017 15:56:09 Z",2017-10-20T15:56:09Z,Zenjob,intern-working-student-devops-at-zenjob-zenjob?a=R28Vwzt5DaM,"Intern/ working student DevOps at Zenjob at Zenjob (Berlin, Germany)",https://stackoverflow.com/jobs/158138/intern-working-student-devops-at-zenjob-zenjob?a=R28Vwzt5DaM,"For this position we are looking for a passionate intern/working student Sys/ DevOps (m/f) who is on the lookout for a new and exciting challenge, and who identifies with our Zen philosophy!You:you are familiar with Linux- or BSD-based system landscapesare interested in Chef, AWS Elasticbeanstalk, AWS OpsWorks, SOA Extra points:if you are familiar with Configuration and maintenance of CI / CDif you are ready to do DevOps instead of SysOps, and familiar with Java/Groovy or Android, iOS developmentIf you join us, you’ll:responsible for penetration and vulnerability testinglearn to uphold and implement high-quality safety requirementslearn to ensure the secure operation of our software development processhave the option to write your thesis at Zenjob with close support from the development teamhave the option to extend to a full-time contract upon graduation","['amazon-web-services', 'devops', 'chef', 'java', 'groovy']"
158135,"Fri, 20 Oct 2017 15:50:11 Z",2017-10-20T15:50:11Z,Zenjob,join-zenjob-as-an-infrastructure-automation-zenjob?a=R253JZQY7qo,"Join Zenjob as an Infrastructure Automation Engineer #DevOps at Zenjob (Berlin, Germany)",https://stackoverflow.com/jobs/158135/join-zenjob-as-an-infrastructure-automation-zenjob?a=R253JZQY7qo,"For this position we are looking for a passionate Infrastructure Automation Engineer #DevOps (m/f) who is on the lookout for a new and exciting challenge, and who identifies with our Zen philosophy!you:Have experience with automating infrastructure in the cloudEnjoy working in a DevOps cultureExtra points if you:Have used any of the following for deploying JVM, mobile, and/or JS based applications: git, GitHub, TravisCI, Jenkins, Chef, Puppet, Kubernetes, Terraform, Docker, AWS services Elasticbeanstalk, OpsWorks, CloudFormation, S3, EC2, RDShave experience with linux server and database administration & monitoringHave experience with on-premise networking and server setupsAre familiar with best practices in cloud network security and penetration testingIf you join us, you’ll:Lead discussions about the future of our build pipelines and deployment processesWork directly with backend, frontend, and mobile teams to rework existing automation processes to be more resilient and enable horizontal scaling","['devops', 'chef', 'terraform', 'aws-opsworks', 'amazon-web-services']"
158106,"Fri, 20 Oct 2017 13:21:36 Z",2017-10-20T13:21:36Z,Rocket Enterprise Solutions GmbH,ios-deleveper-rocket-enterprise-solutions?a=R1tFPMf8awE,"iOS Deleveper at Rocket Enterprise Solutions GmbH (Berlin, Deutschland)",https://stackoverflow.com/jobs/158106/ios-deleveper-rocket-enterprise-solutions?a=R1tFPMf8awE,"If you want to be part of a small developer team that creates an amazing mobile app for insurancecompanies across Europe, this is the right job for you! Our mother company is one of the largestservice providers in Germany in this sector. You will be one of the first members of a new team toquickly prototype new ideas and features for our existing projects (iOS and HTML5).Why do we need you?We are growing quickly and looking for mid-level and senior iOS Developers to help accelerate our ability to deliver a top-notch product to our customers. As one of our iOS developers, you will:Be responsible for developing our existing app and move it to the next levelProvide second level support to our customersAssure a high quality and robust code baseSkills & RequirementsWe assume that you have several years of relevant professional programming experience, howeverindividuals with talent will always be considered.Skills required:2+ years iOS development experience in a professional environment and ideally also web developmentA deep understanding in SwiftIdeally good GermanPassion, Motivation and a keen interest to learn new things and constantly evolveWhat we can offer you:A team of professionals with a flat hierarchy and what passionately believes in what it does.Responsibility and space to make your own decisionsAn innovative and interesting productAn attractive salary from 50-70 k, depending on skills30 days paid vacationAn opportunity to be part of a growing company, directly influencing its successA stylish office in the heart of Berlin, opportunity to occasionally work from homeAttractive workplace with state-of- the art equipmentFree drinks, fresh fruits and snacksAwesome teambuilding activitiesWe offer you a fantastic workplace in the heart of Berlin with all the advantages you expect. From free drinks, fresh fruit and snacks to the nicest employees. Add flexible working hours, a competitive salary and a meaningful product and you get a first impression of why we are a great employer.If we´ve captured your interest, apply now and let us know why you are the perfect fit for the job.","['ios', 'swift', 'laravel']"
158101,"Fri, 20 Oct 2017 12:51:08 Z",2017-10-20T12:51:08Z,European IT Consultancy EITCO GmbH,senior-software-engineer-software-achitect-european-it-consultancy-eitco?a=R1nec9ygjC0,"Senior Software Engineer / Software Achitect at European IT Consultancy EITCO GmbH (Berlin, Deutschland)",https://stackoverflow.com/jobs/158101/senior-software-engineer-software-achitect-european-it-consultancy-eitco?a=R1nec9ygjC0,"Bei uns führst Du Code-Reviews durch, beherrschst das Code-Refactoring sowie die gängigen Entwurfsmuster und arbeitest aktiv an der Implementierung mit.Entwurf, Abstimmung und Konzeption von System- und Softwarearchitekturen gehören ebenso zu Deinen Aufgaben, wie die Beratung zu Fragen rund um Architekturthemen unserer Applikationen, Kundenlösungen und Konzepte.Deine Position:• Mitarbeit in agilen und klassischen Prozessen und interdisziplinären Projektteams, bestehend aus 3 - 7Personen• Erstellen moderner Applikationen• Evaluation und Einführung neuer Technologien• DevOps• Pflege des technischen Backlogs• Technische Projektverantwortung und Führung von ProjektteamsUnsere Technologien:• Java-SE und unterstützende Frameworks (z. B. Spring)• RESTful Web-Services mit JAX-RS (z. B. Jersey)• ORM-Frameworks (z. B. JPA / Hibernate)• Relationale DBMS (z. B. MySQL, Oracle)• Web-Frameworks (z. B. Vaadin, Angular, GWT, Smart GWT, Jenkins)• Jira, ConfluenceDein Profil:• Abgeschlossenes Studium der Informatik/Wirtschaftsinformatik oder vergleichbare Studiengänge, Berufs-/Projekterfahrung• Du beherrschst Software Architekturen und Entwurfsmuster (gern auch Security-Aspekte)• Java SE/EE, Web-Technologien, Schnittstellen• Fokus und Leidenschaft ist die webbasierte Java Entwicklung• Teamplayer mit Eigeninitiative• Unternehmenssprache ist deutsch, daher mind. B2-Deutschkenntnisse, weiterhin gute Englischkenntnisse","['java', 'spring', 'oracle', 'angular', 'gwt']"
158100,"Fri, 20 Oct 2017 12:47:59 Z",2017-10-20T12:47:59Z,Scout24,senior-full-stack-developer-for-germanys-real-scout24?a=R1lWgD0T91S,"Senior Full-Stack Developer for Germany's real-estate market leader at Scout24 (Berlin, Germany)",https://stackoverflow.com/jobs/158100/senior-full-stack-developer-for-germanys-real-scout24?a=R1lWgD0T91S,"The commercial team is the market segment of ImmobilienScout24 that focuses on the real estate needs of companies & businesses. Your work and decisions will have a direct impact on thousands of customers and the company’s success. We are a cross-functional team responsible for helping companies to find a great new office space for their employees, funky locations for the next trendy bar or restaurant development, high impact retail locations and any other real estate to help their businesses succeed.We value an entrepreneurial mind, openness, adaptability, being polyglot, not being afraid to take risks, ownership & responsibility. You will develop the team from technical perspective, make technical decisions, coach the team and guide them to the right technical direction.What we need from you:You build it, you run it! Develop, test and operate with your cross-functional team high-quality software for the commercial consumers and customersParticipate in architectural discussions, regularly propose and discuss solutions to a system or product.Work with other engineers to align and propose technical solutions for problems.Participate in hiring process, help attracting and retaining great talent.Support and develop other Software Engineers by providing advice and mentoring.Work closely with your product owner and challenge them in product initiatives and strategy.Continuously improve the tools your team develops with in a lean product development mindset.What we need you to bring:You are an engineer at heart. Proficiency in modern backend programming - preferred in the Java stack (we use Spring Boot for our services)Experience with modern frontend programming with JavaScript frameworks like AngularJS, Node.js and React.js/Redux  and HTML5, CSS3/SCSS/SaSS Have knowledge of cloud environments (our Docker containers are running on AWS) and cloud based architectures (IaaS/PaaS).Knowledge of prevalent build tools, such as Maven, Grunt, Gulp, Webpack and Node Package Manager.Knows best practice in clean code, test driven development, Continuous Integration and Continuous Delivery.Bring some years of experience working in multi-disciplinary and multi-culture teams.Prefer to prove your ideas by trying them and measuring their impact. You accept failure is part of that process.Strong commitment to agility and an agile mindset.Fluency in English.","['angularjs', 'javascript', 'html5', 'css3', 'reactjs']"
153189,"Sat, 30 Sep 2017 13:38:56 Z",2017-09-30T13:38:56Z,Zalando SE,senior-backend-engineer-for-enterprise-systems-zalando-se?a=PneSKhuxTgc,"Senior Backend Engineer for Enterprise Systems (Java/Scala) at Zalando SE (Berlin, Deutschland)",https://stackoverflow.com/jobs/153189/senior-backend-engineer-for-enterprise-systems-zalando-se?a=PneSKhuxTgc,"The OpportunityZalando Retail Operations Engineering builds and runs the systems for hundreds of buyers, analysts, and merchandisers. Together, they purchase fashion from our suppliers worth more than a billion euro each season. Zalando aims to bring the best fashion selection to its customers and Retail Operations drives the availability of high-quality retail merchandise, the speedy delivery from our supplier and efficient operation at scale. The engineering teams work closely with their users to ensure that our systems offer the best support and user experience. Our microservice-based architecture allows us to support complex business processes while staying flexible and developing in small, dedicated teams. Practices such as Inner Source and Domain-Driven Design ensure that we are staying aligned between teams without requiring the one grand upfront design.Your RoleYou create the technology that drives our business processes.You develop a deep understanding of the business domain and its processes and share it with the team.You drive the creation of system architectures that are flexible to support the evolving needs of business while ensuring high technical quality and operational stability.You are keeping up to date with relevant technologies for modern enterprise systems and share your knowledge in the team and the larger Zalando tech communityYou work in an agile environment and code with consistent quality that inspires your teammatesWhat You Can OfferYou are fluent in Java and/or Scala and relevant frameworks in those languages with at least 5-year industry experience.You have developed enterprise systems (e.g. ERP, SCM, …) or Web Applications for complex business domains.You have architecture experience and know how to design APIs and microservice based systems.Your code is well tested and easily understood.You follow a DevOps mindset. Experience with Cloud Computing platforms like Amazon AWS is a plus.You like working in a team and you embrace agility.You Benefit FromCommunity. Tech culture of trust and empowerment, open source commitment, meetups, game nights, +100 internal technical and fun guilds, tech talks, product demos, Coderdojos, parties, and events.Perks. Competitive salary, 40% Zalando shopping discount, discounts from external partners, public transport discounts, relocation assistance for internationals, free drinks, and fruits, hardware of your choice.Development. Tour of Mastery, extensive onboarding, personal branding support, opportunity to attend and speak at data science conferences and Meetups, and encouragement to publish work.Work Environment. Self-organized, autonomous teams and flexible working hours.Scale. Unparalleled levels of data and opportunities.Want to join us? Then go ahead and apply!If you need guidance or have any questions about our hiring processes, please contact the Recruiter Rebecca Kurzbuch.","['java', 'scala', 'api', 'erp', 'amazon-web-services']"
157979,"Thu, 19 Oct 2017 14:15:11 Z",2017-10-19T14:15:11Z,Storecast GmbH,senior-java-engineer-m-f-storecast-gmbh?a=QYPX07SFuwg,"Senior Java Engineer (m/f) at Storecast GmbH (Berlin, Germany)",https://stackoverflow.com/jobs/157979/senior-java-engineer-m-f-storecast-gmbh?a=QYPX07SFuwg,"We are developing a next generation multimedia platform (JUKE!). As a new member of our international team, you will build new features and improve existing ones using a cross-platform technical stack. We are dedicated to our clients and are aiming to bring them the best possible user experience.Your responsibilities:You will develop a public API that mainly allows multimedia content to be:imported and normalized by different providers with different formatspresented to users and managed by Shop Managerssearched and found by everyonepurchased (checkout, taxes, payment, vouchers, and other processes)delivered to the user's devices (fulfilment)Your background:Minimum of 4 years of relevant working experienceAgile mindset, use it on a daily basis, and think/act like Uncle Bob has described in “The Clean Coder”Writing different types of automated regression tests just feels totally natural to youCrafting the product by putting your clean code knowledge to workMeasuring the quality of the codeExcellent OO programming and design skills, sound knowledge of functional-style programmingExperience with designing, implementing and evolving APIsVery good knowledge of Java SE 8 and enterprise development, using either Java EE 7 (JPA, JMS, Servlet) or the Spring FrameworkExperience with JBoss WildFly 9 and Oracle DBExperience with NoSQL databases, e.g. Elasticsearch is a plusKnowledge of Vaadin (uah!) will be a plusFluent in English (it’s our corporate language)Team player and willing to work with agile procedures, preferably with Scrum experience","['java', 'spring', 'hibernate', 'microservices', 'elasticsearch']"
152751,"Wed, 25 Oct 2017 05:59:21 Z",2017-10-25T05:59:21Z,Delivery Hero AG,salesforce-administrator-f-m-delivery-hero-ag?a=Pe8empIR81G,"Salesforce Administrator (f/m) at Delivery Hero AG (Berlin, Germany)",https://stackoverflow.com/jobs/152751/salesforce-administrator-f-m-delivery-hero-ag?a=Pe8empIR81G,"Delivery Hero is building the next generation global online food-ordering platform. Our awesome international team already operates in over 40 countries worldwide to ensure hungry customers get to their favorite takeaway food the fastest way possible. The company has grown from its inception in 2011 to become the world's largest food-ordering network. This is an exciting time for Delivery Hero with a huge and rapid amount of growth in countries, market size and opportunities. Our ideal candidate will be enthusiastic, innovative and good at ""getting things done."" You will play an active role in our future - an exciting job and a workplace in the heart of Berlin is waiting for you!Your mission:You will be part of Delivery Hero Salesforce team, which is responsible globally for currently three Salesforce instances. Your focus will be on the foodora Salesforce instance, but you will be exposed to all levels of Salesforce work in a highly developed and functional team (Administrators, Product Managers, Developers, QA Specialists) with lots of career opportunities.You will primarily focus on the administration of the foodora and Delivery Hero Salesforce CRM instance and the development of related processes; as well as be responsible for assisting with its adoption and ongoing success.Administration functions include: user management, configuration, customisation, automation, report and dashboard development, data management, ticket management, training and support for AppExchange applications. Also functional testing (QA) of change requests and new features.You will also be responsible for maintaining security such as user accounts, mobile user accounts, sharing rules, user roles, user profiles, field level security, content folder rights, groups, list view rights as well as the overall system configuration, change control, and enhancementsYou will assist in developing and maintaining documentation on processes, policies, application configuration, and help related materials, as well as operational requests and troubleshoot issues whilst working with diverse user groupsYou will manage mass imports/exports of data and instance to ensure data integrityYou will conduct training of Business Owners for new features and help with roll-out as well as present changes/system enhancements and overall training to diverse audiencesYou will act as a point of contact for all of our Salesforce users and provide high quality support via ticket system or telephone queriesYour heroic skills:2 years of technical support for web-based applications.2 years of previous experience as a Salesforce Administrator.S. or a B.A. college degree or commensurate work experience.Working knowledge of relational databases design concepts and data management.Solid understanding of Salesforce.Proficiency with MS Office suite, especially Excel.Analytical business process development skills and problem solving skills.Ability to troubleshoot system, process and data issues.Flexible team player attitude.We offer you:International working atmosphere and cross-cultural teams.Goal oriented environment.Flexible working hours.Great career opportunities.Safety of a large company: pension scheme and stability.Nice work environment and English as working language.For applicants from abroad: relocation package and German lessons.Have we caught your attention? Then please send us your application including cover letter, CV, salary expectations and earliest starting date. We’re looking forward to your application! ","['salesforce', 'admin', 'excel']"
152674,"Tue, 24 Oct 2017 12:09:00 Z",2017-10-24T12:09:00Z,GameDuell,senior-big-data-architect-gameduell?a=PcwXV0h4Z9K,"Senior Big Data Architect at GameDuell (Berlin, Deutschland)",https://stackoverflow.com/jobs/152674/senior-big-data-architect-gameduell?a=PcwXV0h4Z9K,"The Senior Big Data Architect will be responsible for strengthening and further extending our data platform, which serves as a basis for analysis that drives decision making in the company.GameDuell is one of the leading casual games companies in Germany located in the heart of Berlin. With more than 125 million users we are constantly looking for ways to improve our product and our players` experience. In order to fulfill our mission of bringing people together to have a good time with games, we are following a solid engineering approach. What you will doConsolidation and optimization of the current Big Data infrastructureExtension and continuous improvement of the architecture and implementation of our Business Intelligence and Analytics platformDesign and extension of data modelsDesign of ETL processesStakeholder management with different interfaces of BI, Product Analytics, Marketing, Data Science and EngineeringYour profileUniversity degree in the field of Computer Science, Business Informatics, Mathematics, or similar5+ years of relevant working experience with the design and development of database architecturesExperienced in open source data technologies (Hadoop, Hbase, Hive, Kafka, Storm, Spark etc.)Profound knowledge and experience with real-time streaming systemsExperience with ETL, Reporting or BI toolsStakeholder management experience with a high degree of comfort in speaking with senior executives and the ability to work on an abstract levelSeveral years of experience in leading teams, excellent interpersonal and communication skills with the ability to foster consensus on future-proof solutionsFluent English is mandatory, knowledge of German is an advantage","['etl', 'hadoop', 'apache-kafka', 'apache-storm', 'apache-spark']"
157931,"Thu, 19 Oct 2017 08:19:04 Z",2017-10-19T08:19:04Z,RIEMSER Pharma GmbH,it-specialist-business-intelligence-riemser-pharma-gmbh?a=QXQ4sW2Jiy4,"IT Specialist - Business Intelligence at RIEMSER Pharma GmbH (Berlin, Deutschland)",https://stackoverflow.com/jobs/157931/it-specialist-business-intelligence-riemser-pharma-gmbh?a=QXQ4sW2Jiy4,"Sie betreuen Business Intelligence Lösungen auf Basis von IBM Cognos TM1 und stellen den operativen Betrieb sicher.Sie unterstützen die Applikations- und Infrastrukturentwicklung sowie die Datenbank- und Serveradministration (Windows/Linux).Haben Sie Spaß an der Einarbeitung in neue Themen, wissen welche Technologien sich aktuell entwickeln und schrecken auch vor ambitionierten Vorhaben nicht zurück? Sie haben sehr gute Kenntnisse in SQL und mindestens einer Hochsprache. Kennen Sie die gängigen Modellierungsansätze im Datawarehousebereich und wissen diese im Rahmen von ETL-Prozessen zu realisieren?Wenn sie zusätzlich noch Kenntnisse von relationalen Datenbanksystemen und/ oder ERP Systemen haben, ist das Ihr Vorteil gegenüber anderen Bewerbern. Idealerweise haben Sie außerdem Erfahrung im Umgang mit IBM Cognos TM1 oder einer anderen OLAP Umgebung. Zudem sind Kenntnisse in Python vorteilhaft.Sie können interdisziplinär denken, arbeiten selbstständig und haben eine ausgeprägtes Interesse daran Prozesse und Strukturen in die bestmögliche Form zu bringen?Wenn Sie zudem noch sehr gute Sprachkenntnisse in Deutsch und Englisch (min. B2 oder äquivalent) in Wort und Schrift vorweisen können, dann sind Sie unser Kandidat.","['python', 'sql', 'cognos-tm1']"
152405,"Sun, 22 Oct 2017 12:24:14 Z",2017-10-22T12:24:14Z,Zalando SE,engineering-lead-pricing-forecasting-java-zalando-se?a=P6WbkPty4p2,"Engineering Lead - Pricing & Forecasting (Java/ Scala/ Python) at Zalando SE (Berlin, Deutschland)",https://stackoverflow.com/jobs/152405/engineering-lead-pricing-forecasting-java-zalando-se?a=P6WbkPty4p2,"The OpportunityZalando is transforming from Europe's leading e-commerce company into a multi-service platform for fashion. From logistics to big brands, to manufacturers - we're building the platform that connects all people and parts of the fashion ecosystem.Pricing & Forecasting is at the core of our commercial operation. Our tools help to determine how much of each product to buy, to recommend the best prices for these products, and to ensure that we have the right level of logistics capacity to fulfill customer demand. The Pricing and Forecasting engineering team uses cutting edge technology to forecast demand and pricing with focus on business and customer experience. Partnerships happen with all key engineering and product teams, business and customer experience teams.You will have the opportunity to lead a team of talented data scientists and developers, to plan and deliver in an agile way, to develop the technical strategy to build robust platforms aligned with business, the freedom to launch your own open source projects, speak at conferences and strengthen your personal brand while receiving meaningful support atevery step.Your RoleDeveloping and executing the mid- & long-term technical vision and architecture with your teamsHelp your teams to find the right solution for complex problems by guiding themKeep a close connection to Product Owners / Product Specialists and be a sparring partner when creating the product visionDefine Objectives and Key Results with your team to achieve a high-level alignment on a quarter-year basisFacilitate communication and decision-making between teams and stakeholdersCoach and develop team members in technical questionsIdentify and share your knowledge of state-of- the-art technologiesRepresent Zalando at conferences and meetups, give technical talks and help to recruit great technical talentWhat We Are Looking ForSignificant experience (min. 8+ years) in web and backend technology concepts, agile development methodologies and team leadership (min. 2+ years)Up to date on current trends in software design, architecture and web servicesSkilled in object-oriented and functional programming languages like Java / Scala / Python (with relevant frameworks) as well as (No)SQL databasesKnowledge of event-based systems and event queues, in general, is a plusPassion for well structured, readable and testable codeExperienced engineer who knows about scalability, high-availability, security, monitoring, architecture & design of state-of- the-art websites and the systems that drive themProfound knowledge of REST APIs and highly distributed, scalable and resilient microservice landscapesExperience with designing and operating large-scale applications on a PaaS/SaaS cloud, preferably AWSMANAGEMENT AND LEADERSHIP SKILLSExperiences in building, developing and managing a team of engineers in an agile environmentYou can lead projects and groups, including managing complex projects with various stakeholders through the whole companyYou feel comfortable in coaching teams and finding the best possible solutionAbility to work cross-functionally with other teams, and to solve conflictsYou think creatively, are solution oriented, and continuously innovateFor your area of responsibility, you craft a technical vision that aligns well with the overall technology visionExcellent written and verbal communication skills and English language fluencyYou Benefit FromCulture. A culture of trust, empowerment and feedback, 100+ internal guilds, tech talks, product demos, coder dojos.Community. Tech culture of trust and empowerment, open-source commitment, meetups, game nights, +100 internal technical and fun guilds, tech talks, product demos, Coderdojos, parties, and events.Perks. Competitive salary, 40% Zalando shopping discount, discounts from external partners, public transport discounts, relocation assistance for internationals, free drinks and fruit, and the hardware of your choice.Development. Tour of Mastery, extensive onboarding, personal branding support, opportunity to attend and speak at data science conferences and Meetups, and encouragement to publish work.Work Environment. Self-organized, autonomous teams and flexible working hours.Scale. Unparalleled levels of data and opportunities.Want to join us? Then go ahead and apply!!If you need guidance or have any questions about our hiring processes, please contact our recruiter Rebecca Kurzbuch.","['java', 'scala', 'python', 'rest', 'amazon-web-services']"
141021,"Fri, 20 Oct 2017 15:55:06 Z",2017-10-20T15:55:06Z,Blinkist,android-developer-m-f-blinkist?a=Liep2nD6WE8,"Android Developer (m/f) at Blinkist (Berlin, Germany)",https://stackoverflow.com/jobs/141021/android-developer-m-f-blinkist?a=Liep2nD6WE8,"This ad goes out to all those who want to find a purpose in what they’re doing and take accountability for their work.At Blinkist, we’ve created a meaningful product that is growing fast. Our blinks – key insights from the world’s best nonfiction – help more than 2 million people around the globe to keep learning new, exciting things each and every day.In 2017, our app received the World Summit Award, granted by the United Nations, in the Learning & Education category. Why do we need you?Blinkist is growing quickly and we are looking for an Android Developer to help accelerate our ability to deliver a top-notch product to our users. This is where you come in. You will ship features that affect million of users and revenue while playing with the latest technologies – our minSdkVersion is 16 – Jelly Bean.As one of our Android developers you will:Take responsibility in driving the Blinkist Android App from day 1Implement new features & polish the app by increasing stability, fixing bugs and thinking about the user experienceInteract closely with designers & product managers to propose Android-suitable solutionsConduct code reviews and participate in regular standups to ensure quality and alignment To do this, we believe you should have:3+ years of Android specific development experienceStrong experience with RxJava and testing (Espresso, JUnit)Some experience with Kotlin would be a plusFamiliarity with Dagger and GradlePassion for writing clean architecture and easily-testable codeBe keen to work with best-practice agile development methods and to increase the team's effectiveness with each releaseWhat’s in it for you?At Blinkist, we offer a fantastic workplace in the heart of Berlin-Neukölln including all the benefits you’d expect – from a personalized perk system to free drinks, fresh fruit, and furious foosball fights, plus the nicest, smartest bunch of coworkers. Add a competitive salary, flexible working hours, and a meaningful product on the rise, and you have a first impression of why Blinkist is a great place to work.We got rid of classical management hierarchies and, instead, distributed authority among all colleagues. We foster a unique company culture championing self-empowerment, personal development, direct communication and mutual support. Not only do we want you to grow into the role of Android Developer, but we want this role to grow with you.If we’ve captured your interest and you want to be part of a rapidly-growing, popular and valuable product, apply now and let us know why you’re the perfect fit for the job!","['rx-java', 'android-espresso', 'junit', 'kotlin', 'gradle']"
